"","hgnc_symbol","entrezgene","ensembl_gene_id","chromosome_name","start_position","end_position","band"
"15803","SPG21",51324,"ENSG00000090487","15",64963021,64990310,"q22.31"
"15804","SPINT1",6692,"ENSG00000166145","15",40844018,40858207,"q15.1"
"15805","SPPL2A",84888,"ENSG00000138600","15",50702266,50765808,"q21.2"
"15806","SPRED1",161742,"ENSG00000166068","15",38252326,38357249,"q14"
"15807","SPTBN5",51332,"ENSG00000137877","15",41848144,41894077,"q15.1"
"15808","SRP14",6727,"ENSG00000140319","15",40035739,40039188,"q15.1"
"15809","STARD9",57519,"ENSG00000159433","15",42575659,42720981,"q15.2"
"15810","STOML1",9399,"ENSG00000067221","15",73978923,73994622,"q24.1"
"15811","STRA6",64220,"ENSG00000137868","15",74179466,74212267,"q24.1"
"15812","STRC",161497,"ENSG00000242866","15",43599398,43618800,"q15.3"
"15813","TBC1D21",161514,"ENSG00000167139","15",73873608,73889214,"q24.1"
"15814","TBC1D2B",23102,"ENSG00000167202","15",77984036,78077724,"q25.1"
"15815","TCF12",6938,"ENSG00000140262","15",56918623,57299281,"q21.3"
"15816","TEX9",374618,"ENSG00000151575","15",56244009,56445997,"q21.3"
"15817","TGM5",9333,"ENSG00000104055","15",43232595,43266857,"q15.2"
"15818","TGM7",116179,"ENSG00000159495","15",43276280,43302255,"q15.3"
"15819","THAP10",56906,"ENSG00000129028","15",70881342,70892785,"q23"
"15820","THBS1",7057,"ENSG00000137801","15",39581079,39599466,"q14"
"15821","THSD4",79875,"ENSG00000187720","15",71096952,71783383,"q23"
"15822","TIPIN",54962,"ENSG00000075131","15",66336206,66386746,"q22.31"
"15823","TJP1",7082,"ENSG00000104067","15",29699367,29968865,"q13.1"
"15824","TJP1",7082,"ENSG00000277401","CHR_HSCHR15_4_CTG8",29850002,29972346,""
"15825","TLE3",7090,"ENSG00000140332","15",70047790,70098176,"q23"
"15826","TLN2",83660,"ENSG00000171914","15",62390526,62844631,"q22.2"
"15827","TMCO5A",145942,"ENSG00000166069","15",37921939,37967724,"q14"
"15828","TMCO5B",NA,"ENSG00000215296","15",33235552,33247621,"q13.3"
"15829","TMEM202",338949,"ENSG00000187806","15",72398273,72408029,"q23"
"15830","TMEM62",80021,"ENSG00000137842","15",43123279,43185146,"q15.2"
"15831","TMEM87A",25963,"ENSG00000103978","15",42210452,42273663,"q15.1"
"15832","TMOD2",29767,"ENSG00000128872","15",51751561,51816368,"q21.2"
"15833","TMOD3",29766,"ENSG00000138594","15",51829628,51947295,"q21.2"
"15834","TNFAIP8L3",388121,"ENSG00000183578","15",51056598,51105276,"q21.2"
"15835","TP53BP1",7158,"ENSG00000067369","15",43403061,43510728,"q15.3"
"15836","TPM1",7168,"ENSG00000140416","15",63042632,63071915,"q22.2"
"15837","TRIM69",140691,"ENSG00000185880","15",44728988,44767829,"q21.1"
"15838","TRIM69",140691,"ENSG00000278211","CHR_HSCHR15_3_CTG8",44729020,44767863,""
"15839","TRIP4",9325,"ENSG00000103671","15",64387748,64455303,"q22.31"
"15840","TRPM1",4308,"ENSG00000134160","15",31001061,31161273,"q13.3"
"15841","TRPM1",4308,"ENSG00000274965","CHR_HSCHR15_4_CTG8",31152534,31312750,""
"15842","TRPM7",54822,"ENSG00000092439","15",50552473,50686815,"q21.2"
"15843","TSPAN3",10099,"ENSG00000140391","15",77041404,77083984,"q24.3"
"15844","TTBK2",146057,"ENSG00000128881","15",42738734,42920809,"q15.2"
"15845","TUBGCP4",27229,"ENSG00000137822","15",43369221,43409771,"q15.3"
"15846","TYRO3",7301,"ENSG00000092445","15",41557675,41583586,"q15.1"
"15847","TYRO3P",NA,"ENSG00000259581","15",76258986,76261690,"q24.2"
"15848","UACA",55075,"ENSG00000137831","15",70654554,70763593,"q23"
"15849","UBAP1L",390595,"ENSG00000246922","15",65092770,65115197,"q22.31"
"15850","UBE2Q2",92912,"ENSG00000140367","15",75843285,75901078,"q24.2"
"15851","UBE3A",7337,"ENSG00000114062","15",25333728,25439056,"q11.2"
"15852","UBL7",84993,"ENSG00000138629","15",74445977,74461182,"q24.1"
"15853","UBR1",197131,"ENSG00000159459","15",42942897,43106113,"q15.2"
"15854","ULK3",25989,"ENSG00000140474","15",74836116,74843346,"q24.1"
"15855","ULK4P1",89838,"ENSG00000261279","15",32406597,32434992,"q13.3"
"15856","ULK4P2",100288380,"ENSG00000260128","15",30572738,30600647,"q13.2"
"15857","ULK4P2",100288380,"ENSG00000282689","CHR_HSCHR15_6_CTG8",31937745,31965690,""
"15858","ULK4P3",89837,"ENSG00000178081","15",30103720,30131757,"q13.2"
"15859","ULK4P3",89837,"ENSG00000282509","CHR_HSCHR15_6_CTG8",30103719,30131750,""
"15860","UNC13C",440279,"ENSG00000137766","15",54012904,54633414,"q21.3"
"15861","USP3",9960,"ENSG00000140455","15",63504511,63594640,"q22.31"
"15862","USP50",373509,"ENSG00000170236","15",50500562,50546708,"q21.2"
"15863","USP8",9101,"ENSG00000138592","15",50424380,50514419,"q21.2"
"15864","VPS13C",54832,"ENSG00000129003","15",61852389,62060473,"q22.2"
"15865","VPS18",57617,"ENSG00000104142","15",40894430,40903975,"q15.1"
"15866","VPS39",23339,"ENSG00000166887","15",42158701,42208316,"q15.1"
"15867","WDR72",256764,"ENSG00000166415","15",53513741,53762878,"q21.3"
"15868","WDR76",79968,"ENSG00000092470","15",43826963,43868419,"q15.3"
"15869","WHAMMP2",NA,"ENSG00000248334","15",28737583,28759204,"q13.1"
"15870","WHAMMP2",NA,"ENSG00000282540","CHR_HSCHR15_4_CTG8",28879087,28900706,""
"15871","ZFYVE19",84936,"ENSG00000166140","15",40807086,40815084,"q15.1"
"15872","ZNF280D",54816,"ENSG00000137871","15",56630181,56918571,"q21.3"
"15873","ZNF280D",145783,"ENSG00000137871","15",56630181,56918571,"q21.3"
"15874","ZNF609",23060,"ENSG00000180357","15",64460742,64686068,"q22.31"
"15875","ZNF770",54989,"ENSG00000198146","15",34978341,34988287,"q14"
"15876","ZSCAN29",146050,"ENSG00000140265","15",43358172,43371025,"q15.3"
"15877","ZWILCH",55055,"ENSG00000174442","15",66504959,66550128,"q22.31"
"15878","ABAT",18,"ENSG00000183044","16",8674565,8784575,"p13.2"
"15879","ABCA17P",650655,"ENSG00000238098","16",2339150,2426699,"p13.3"
"15880","ABCA3",21,"ENSG00000167972","16",2275881,2340746,"p13.3"
"15881","ABCC1",4363,"ENSG00000103222","16",15949577,16143074,"p13.11"
"15882","ABCC1",4363,"ENSG00000278183","CHR_HSCHR16_1_CTG1",16034690,16228109,""
"15883","ABCC6",368,"ENSG00000091262","16",16148928,16223522,"p13.11"
"15884","ABCC6",105369239,"ENSG00000091262","16",16148928,16223522,"p13.11"
"15885","ABCC6",368,"ENSG00000275331","CHR_HSCHR16_1_CTG1",16233991,16308660,""
"15886","ABCC6",105369239,"ENSG00000275331","CHR_HSCHR16_1_CTG1",16233991,16308660,""
"15887","ABCC6P1",NA,"ENSG00000256340","16",18571162,18598328,"p12.3"
"15888","ABCC6P2",730013,"ENSG00000273808","CHR_HSCHR16_1_CTG1",15389326,15393236,""
"15889","ABCC6P2",730013,"ENSG00000255277","16",14820792,14824702,"p13.11"
"15890","ABHD2",11057,"ENSG00000140526","15",89087459,89202360,"q26.1"
"15891","ACAN",176,"ENSG00000157766","15",88803443,88875354,"q26.1"
"15892","ACSBG1",23205,"ENSG00000103740","15",78167468,78245688,"q25.1"
"15893","ADAMTS17",170691,"ENSG00000140470","15",99971589,100342005,"q26.3"
"15894","ADAMTS7",11173,"ENSG00000136378","15",78759203,78811431,"q25.1"
"15895","ADAMTSL3",57188,"ENSG00000156218","15",83654086,84039842,"q25.2"
"15896","ADCY9",115,"ENSG00000162104","16",3953387,4116185,"p13.3"
"15897","AEN",64782,"ENSG00000181026","15",88621296,88632282,"q26.1"
"15898","AGBL1",123624,"ENSG00000273540","15",86079973,87029052,"q25.3"
"15899","AKAP13",11214,"ENSG00000170776","15",85380571,85749358,"q25.3"
"15900","ALDH1A3",220,"ENSG00000184254","15",100877714,100916626,"q26.3"
"15901","ALG1",56052,"ENSG00000033011","16",5033960,5087379,"p13.3"
"15902","ALPK3",57538,"ENSG00000136383","15",84816680,84873482,"q25.3"
"15903","AMDHD2",51005,"ENSG00000162066","16",2520357,2531422,"p13.3"
"15904","ANKRD34C",390616,"ENSG00000235711","15",79293285,79298235,"q25.1"
"15905","ANKS3",124401,"ENSG00000168096","16",4696510,4734378,"p13.3"
"15906","ANPEP",290,"ENSG00000166825","15",89784889,89815401,"q26.1"
"15907","AP3B2",8120,"ENSG00000103723","15",82659281,82709914,"q25.2"
"15908","AP3S2",10239,"ENSG00000157823","15",89830599,89894638,"q26.1"
"15909","ARHGDIG",398,"ENSG00000242173","16",268727,283010,"p13.3"
"15910","ARL6IP1",23204,"ENSG00000170540","16",18791667,18801678,"p12.3"
"15911","ARNT2",9915,"ENSG00000172379","15",80404350,80597937,"q25.1"
"15912","ARRDC4",91947,"ENSG00000140450","15",97960698,97973838,"q26.2"
"15913","ASB7",140460,"ENSG00000183475","15",100602534,100651705,"q26.3"
"15914","ASB9P1",NA,"ENSG00000258527","15",92795647,92796439,"q26.1"
"15915","ATF7IP2",80063,"ENSG00000166669","16",10326434,10483638,"p13.2"
"15916","ATP6V0C",527,"ENSG00000185883","16",2513870,2520218,"p13.3"
"15917","AXIN1",8312,"ENSG00000103126","16",287440,352673,"p13.3"
"15918","BAIAP3",8938,"ENSG00000007516","16",1333601,1349441,"p13.3"
"15919","BCAR4",400500,"ENSG00000262117","16",11819829,11828845,"p13.13"
"15920","BCL2A1",597,"ENSG00000140379","15",79960889,79971446,"q25.1"
"15921","BFAR",51283,"ENSG00000275618","CHR_HSCHR16_1_CTG1",14632814,14669237,""
"15922","BFAR",51283,"ENSG00000103429","16",14632815,14669236,"p13.12"
"15923","BLM",641,"ENSG00000197299","15",90717327,90816165,"q26.1"
"15924","BNC1",646,"ENSG00000169594","15",83255903,83284714,"q25.2"
"15925","BTBD1",53339,"ENSG00000064726","15",83016422,83067354,"q25.2"
"15926","C15orf32",NA,"ENSG00000183643","15",92471654,92501117,"q26.1"
"15927","C15orf38-AP3S2",100526783,"ENSG00000250021","15",89834308,89912882,"q26.1"
"15928","C15orf40",123207,"ENSG00000169609","15",82988441,83011641,"q25.2"
"15929","C16orf45",89927,"ENSG00000166780","16",15434295,15625028,"p13.11"
"15930","C16orf45",89927,"ENSG00000278823","CHR_HSCHR16_1_CTG1",15519415,15710184,""
"15931","C16orf59",80178,"ENSG00000162062","16",2460080,2464963,"p13.3"
"15932","C16orf71",146562,"ENSG00000166246","16",4734272,4749396,"p13.3"
"15933","C16orf72",29035,"ENSG00000182831","16",9091648,9121640,"p13.2"
"15934","C16orf89",146556,"ENSG00000153446","16",5044122,5066110,"p13.3"
"15935","C16orf90",646174,"ENSG00000215131","16",3493484,3495480,"p13.3"
"15936","C16orf91",283951,"ENSG00000174109","16",1419744,1420800,"p13.3"
"15937","C16orf96",342346,"ENSG00000205832","16",4556490,4600714,"p13.3"
"15938","C1QTNF8",390664,"ENSG00000184471","16",1090005,1096244,"p13.3"
"15939","CACNA1H",8912,"ENSG00000196557","16",1153121,1221772,"p13.3"
"15940","CARHSP1",23589,"ENSG00000153048","16",8852942,8869012,"p13.2"
"15941","CASKIN1",57524,"ENSG00000167971","16",2177180,2196525,"p13.3"
"15942","CCDC154",645811,"ENSG00000197599","16",1434383,1444556,"p13.3"
"15943","CCDC78",124093,"ENSG00000162004","16",722582,726954,"p13.3"
"15944","CCNF",899,"ENSG00000162063","16",2429394,2458854,"p13.3"
"15945","CEMP1",752014,"ENSG00000205923","16",2530035,2531417,"p13.3"
"15946","CERS3",204219,"ENSG00000154227","15",100400395,100544995,"q26.3"
"15947","CHD2",1106,"ENSG00000173575","15",92900189,93028005,"q26.1"
"15948","CHRNA3",1136,"ENSG00000080644","15",78593052,78621295,"q25.1"
"15949","CHRNA5",1138,"ENSG00000169684","15",78565520,78595269,"q25.1"
"15950","CHRNB4",1143,"ENSG00000117971","15",78624119,78727754,"q25.1"
"15951","CHSY1",22856,"ENSG00000131873","15",101175723,101251932,"q26.3"
"15952","CHTF18",63922,"ENSG00000127586","16",788046,800737,"p13.3"
"15953","CIB1",10519,"ENSG00000185043","15",90229975,90234047,"q26.1"
"15954","CIITA",4261,"ENSG00000179583","16",10866222,10932281,"p13.13"
"15955","CLCN7",1186,"ENSG00000103249","16",1444934,1475580,"p13.3"
"15956","CLDN6",9074,"ENSG00000184697","16",3014712,3020071,"p13.3"
"15957","CLDN9",9080,"ENSG00000213937","16",3012456,3014505,"p13.3"
"15958","CLEC16A",23274,"ENSG00000038532","16",10944488,11182189,"p13.13"
"15959","CLUAP1",23059,"ENSG00000103351","16",3500924,3539048,"p13.3"
"15960","COQ7",10229,"ENSG00000167186","16",19067599,19080095,"p12.3"
"15961","CORO7",79585,"ENSG00000282725","CHR_HSCHR16_3_CTG1",4356503,4427664,""
"15962","CORO7",79585,"ENSG00000262246","16",4354542,4425705,"p13.3"
"15963","CORO7-PAM16",100529144,"ENSG00000278760","CHR_HSCHR16_3_CTG1",4340251,4422453,""
"15964","CORO7-PAM16",100529144,"ENSG00000103426","16",4340251,4420494,"p13.3"
"15965","CPEB1",64506,"ENSG00000214575","15",82543201,82648861,"q25.2"
"15966","CPEB1",64506,"ENSG00000277445","CHR_HSCHR15_5_CTG8",82622289,82720771,""
"15967","CPPED1",55313,"ENSG00000103381","16",12659799,12804017,"p13.12"
"15968","CRABP1",1381,"ENSG00000166426","15",78340324,78348230,"q25.1"
"15969","CREBBP",1387,"ENSG00000005339","16",3725054,3880726,"p13.3"
"15970","CRTC3",64784,"ENSG00000140577","15",90529925,90645345,"q26.1"
"15971","CTSH",1512,"ENSG00000103811","15",78921058,78949574,"q25.1"
"15972","DDX11L10",727856,"ENSG00000233614","16",11555,14090,"p13.3"
"15973","DDX11L10",100287029,"ENSG00000233614","16",11555,14090,"p13.3"
"15974","DDX11L9",727856,"ENSG00000248472","15",101976558,101979093,"q26.3"
"15975","DDX11L9",100287596,"ENSG00000248472","15",101976558,101979093,"q26.3"
"15976","DDX11L9",100288486,"ENSG00000248472","15",101976558,101979093,"q26.3"
"15977","DECR2",26063,"ENSG00000274296","CHR_HSCHR16_CTG2",401826,412487,""
"15978","DECR2",26063,"ENSG00000242612","16",401826,412487,"p13.3"
"15979","DET1",55070,"ENSG00000140543","15",88494440,88546675,"q26.1"
"15980","DEXI",28955,"ENSG00000182108","16",10928891,10942460,"p13.13"
"15981","DNAJA3",9093,"ENSG00000276726","CHR_HSCHR16_3_CTG1",4427764,4458734,""
"15982","DNAJA3",9093,"ENSG00000103423","16",4425805,4456775,"p13.3"
"15983","DNAJA4",55466,"ENSG00000140403","15",78264086,78282196,"q25.1"
"15984","DNASE1",1773,"ENSG00000213918","16",3611728,3680143,"p13.3"
"15985","DNASE1L2",1775,"ENSG00000167968","16",2235816,2238711,"p13.3"
"15986","DNM1P41",NA,"ENSG00000280038","15",84166547,84169896,"q25.2"
"15987","DNM1P46",196968,"ENSG00000182397","15",99790156,99806927,"q26.3"
"15988","E4F1",1877,"ENSG00000167967","16",2223566,2235742,"p13.3"
"15989","ECI1",1632,"ENSG00000167969","16",2239395,2252300,"p13.3"
"15990","EME2",197342,"ENSG00000197774","16",1773207,1781708,"p13.3"
"15991","EMP2",2013,"ENSG00000213853","16",10528422,10580698,"p13.13"
"15992","ERCC4",2072,"ENSG00000175595","16",13920157,13952345,"p13.12"
"15993","ERVK13-1",NA,"ENSG00000260565","16",2660349,2673444,"p13.3"
"15994","FAH",2184,"ENSG00000103876","15",80152490,80186946,"q25.1"
"15995","FAHD1",81889,"ENSG00000180185","16",1826941,1840207,"p13.3"
"15996","FAM103A1",83640,"ENSG00000169612","15",82986207,82991057,"q25.2"
"15997","FAM138E",100124412,"ENSG00000248893","15",101954885,101956412,"q26.3"
"15998","FAM169B",283777,"ENSG00000283597","15",98437162,98547728,"q26.3"
"15999","FAM173A",65990,"ENSG00000103254","16",720581,722601,"p13.3"
"16000","FAM174B",400451,"ENSG00000185442","15",92617443,92809884,"q26.1"
"16001","FANCI",55215,"ENSG00000140525","15",89243949,89317261,"q26.1"
"16002","FBXL16",146330,"ENSG00000127585","16",692498,705829,"p13.3"
"16003","FES",2242,"ENSG00000182511","15",90883695,90895776,"q26.1"
"16004","FLYWCH1",84256,"ENSG00000059122","16",2911937,2951208,"p13.3"
"16005","FLYWCH2",114984,"ENSG00000162076","16",2883186,2899382,"p13.3"
"16006","FOPNL",123811,"ENSG00000133393","16",15865720,15888625,"p13.11"
"16007","FOPNL",123811,"ENSG00000276914","CHR_HSCHR16_1_CTG1",15950862,15973769,""
"16008","FSD2",123722,"ENSG00000186628","15",82755362,82806070,"q25.2"
"16009","FURIN",5045,"ENSG00000140564","15",90868592,90883458,"q26.1"
"16010","GABARAPL3",NA,"ENSG00000238244","15",90348844,90349197,"q26.1"
"16011","GFER",2671,"ENSG00000127554","16",1984207,1987749,"p13.3"
"16012","GLIS2",84662,"ENSG00000274636","CHR_HSCHR16_3_CTG1",4314761,4339597,""
"16013","GLIS2",84662,"ENSG00000126603","16",4314761,4339597,"p13.3"
"16014","GLYR1",84656,"ENSG00000140632","16",4803203,4847342,"p13.3"
"16015","GNG13",51764,"ENSG00000127588","16",798041,800733,"p13.3"
"16016","GNPTG",84572,"ENSG00000090581","16",1351923,1364113,"p13.3"
"16017","GOLGA6L10",647042,"ENSG00000278662","15",82339998,82349475,"q25.2"
"16018","GOLGA6L10",647042,"ENSG00000274166","CHR_HSCHR15_5_CTG8",82418974,82428498,""
"16019","GOLGA6L9",440295,"ENSG00000197978","15",82430018,82439153,"q25.2"
"16020","GOLGA6L9",440295,"ENSG00000274320","CHR_HSCHR15_5_CTG8",82509086,82518216,""
"16021","GRIN2A",2903,"ENSG00000183454","16",9753404,10182754,"p13.2"
"16022","GSPT1",2935,"ENSG00000103342","16",11868128,11916082,"p13.13"
"16023","HAGH",3029,"ENSG00000063854","16",1795620,1827194,"p13.3"
"16024","HAGHL",84264,"ENSG00000103253","16",726936,735525,"p13.3"
"16025","HAPLN3",145864,"ENSG00000140511","15",88877288,88895626,"q26.1"
"16026","HBA1",3039,"ENSG00000206172","16",176680,177522,"p13.3"
"16027","HBA2",3040,"ENSG00000188536","16",172847,173710,"p13.3"
"16028","HBM",3042,"ENSG00000206177","16",153892,166768,"p13.3"
"16029","HBQ1",3049,"ENSG00000086506","16",180453,181181,"p13.3"
"16030","HBZ",3050,"ENSG00000130656","16",152687,154503,"p13.3"
"16031","HCFC1R1",54985,"ENSG00000103145","16",3022620,3024286,"p13.3"
"16032","HDDC3",374659,"ENSG00000184508","15",90929964,90932569,"q26.1"
"16033","HMOX2",3163,"ENSG00000277424","CHR_HSCHR16_3_CTG1",4476649,4512306,""
"16034","HMOX2",3163,"ENSG00000103415","16",4474690,4510347,"p13.3"
"16035","HOMER2",9455,"ENSG00000103942","15",82836946,82986153,"q25.2"
"16036","HS3ST6",64711,"ENSG00000162040","16",1911463,1918440,"p13.3"
"16037","HS3ST6",64711,"ENSG00000276333","CHR_HSCHR16_4_CTG1",1913487,1920464,""
"16038","IDH2",3418,"ENSG00000182054","15",90083045,90102504,"q26.1"
"16039","IDH3A",3419,"ENSG00000166411","15",78131498,78171949,"q25.1"
"16040","IFT140",9742,"ENSG00000187535","16",1510427,1612110,"p13.3"
"16041","IGF1R",3480,"ENSG00000140443","15",98648971,98964530,"q26.3"
"16042","IGFALS",3483,"ENSG00000099769","16",1790413,1794971,"p13.3"
"16043","IL16",3603,"ENSG00000172349","15",81159575,81314058,"q25.1"
"16044","IL32",9235,"ENSG00000008517","16",3065297,3082192,"p13.3"
"16045","IQGAP1",8826,"ENSG00000140575","15",90388218,90502243,"q26.1"
"16046","IREB2",3658,"ENSG00000136381","15",78437431,78501456,"q25.1"
"16047","ISG20",3669,"ENSG00000172183","15",88636153,88656483,"q26.1"
"16048","ITPRIPL2",162073,"ENSG00000205730","16",19113932,19121629,"p12.3"
"16049","JMJD8",339123,"ENSG00000161999","16",681671,684528,"p13.3"
"16050","KCTD5",54442,"ENSG00000167977","16",2682475,2709030,"p13.3"
"16051","KIAA1024",23251,"ENSG00000169330","15",79432516,79472290,"q25.1"
"16052","KIF7",374654,"ENSG00000166813","15",89608789,89655451,"q26.1"
"16053","KLHL25",64410,"ENSG00000183655","15",85759323,85795030,"q25.3"
"16054","KREMEN2",79412,"ENSG00000131650","16",2963944,2968383,"p13.3"
"16055","LINC00052",145978,"ENSG00000259527","15",87576929,87579866,"q25.3"
"16056","LINC00514",NA,"ENSG00000262152","16",2988961,2994509,"p13.3"
"16057","LITAF",9516,"ENSG00000189067","16",11547722,11636381,"p13.13"
"16058","LMF1",64788,"ENSG00000103227","16",853634,981318,"p13.3"
"16059","LRRC28",123355,"ENSG00000168904","15",99251362,99390729,"q26.3"
"16060","LRRK1",79705,"ENSG00000154237","15",100919215,101078254,"q26.3"
"16061","LUC7L",55692,"ENSG00000007392","16",188969,229463,"p13.3"
"16062","LYSMD4",145748,"ENSG00000183060","15",99715697,99733561,"q26.3"
"16063","MAN2A2",4122,"ENSG00000196547","15",90902218,90922584,"q26.1"
"16064","MAPK8IP3",23162,"ENSG00000138834","16",1706183,1770317,"p13.3"
"16065","MCTP2",55784,"ENSG00000140563","15",94231538,94483952,"q26.2"
"16066","MEF2A",4205,"ENSG00000068305","15",99565417,99716466,"q26.3"
"16067","MEFV",4210,"ENSG00000103313","16",3242028,3256627,"p13.3"
"16068","MESP1",55897,"ENSG00000166823","15",89748661,89751310,"q26.1"
"16069","MESP2",145873,"ENSG00000188095","15",89760591,89778754,"q26.1"
"16070","METRN",79006,"ENSG00000103260","16",715115,719655,"p13.3"
"16071","METTL22",79091,"ENSG00000067365","16",8621683,8649654,"p13.2"
"16072","MEX3B",84206,"ENSG00000183496","15",82041778,82046141,"q25.2"
"16073","MFGE8",4240,"ENSG00000140545","15",88898683,88913411,"q26.1"
"16074","MGRN1",23295,"ENSG00000102858","16",4616493,4690974,"p13.3"
"16075","MIR1179",100302235,"ENSG00000221630","15",88608107,88608197,"q26.1"
"16076","MIR1225",100188847,"ENSG00000221656","16",2090195,2090284,"p13.3"
"16077","MIR1276",100302121,"ENSG00000221634","15",85770496,85770578,"q25.3"
"16078","MIR1469",100302258,"ENSG00000283888","15",96333261,96333307,"q26.2"
"16079","MIR184",406960,"ENSG00000207695","15",79209788,79209871,"q25.1"
"16080","MIR193B",574455,"ENSG00000207639","16",14303967,14304049,"p13.12"
"16081","MIR3175",100422995,"ENSG00000284324","15",92904399,92904475,"q26.1"
"16082","MIR3176",100423037,"ENSG00000266235","16",543277,543366,"p13.3"
"16083","MIR3177",100423012,"ENSG00000265820","16",1734985,1735066,"p13.3"
"16084","MIR3178",100422974,"ENSG00000266232","16",2531922,2532005,"p13.3"
"16085","MIR3179-1",100422960,"ENSG00000284305","16",14901508,14901591,"p13.11"
"16086","MIR3179-2",100422886,"ENSG00000257381","16",16300159,16300242,"p13.11"
"16087","MIR3179-3",100423006,"ENSG00000266454","16",18411894,18411977,"p12.3"
"16088","MIR3180-1",100422870,"ENSG00000265537","16",14911220,14911313,"p13.11"
"16089","MIR3180-2",100422956,"ENSG00000265373","16",16309879,16309966,"p13.11"
"16090","MIR3180-3",100422836,"ENSG00000266291","16",18402178,18402271,"p12.3"
"16091","MIR3180-4",100500852,"ENSG00000264115","16",15154850,15155002,"p13.11"
"16092","MIR3180-5",100500916,"ENSG00000264397","16",2135977,2136129,"p13.3"
"16093","MIR3529",100616238,"ENSG00000283484","15",88611847,88611924,"q26.1"
"16094","MIR365A",100126355,"ENSG00000199130","16",14309285,14309371,"p13.12"
"16095","MIR3677",100500812,"ENSG00000266643","16",2270713,2270772,"p13.3"
"16096","MIR4514",100616181,"ENSG00000265855","15",80997417,80997473,"q25.1"
"16097","MIR4515",100616404,"ENSG00000263643","15",83067335,83067415,"q25.2"
"16098","MIR4516",100616258,"ENSG00000265867","16",2133119,2133204,"p13.3"
"16099","MIR4714",100616432,"ENSG00000264480","15",98784426,98784502,"q26.3"
"16100","MIR4717",100616241,"ENSG00000264004","16",2274620,2274691,"p13.3"
"16101","MIR4718",100616195,"ENSG00000264733","16",12720321,12720371,"p13.12"
"16102","MIR484",619553,"ENSG00000283736","16",15643294,15643372,"p13.11"
"16103","MIR548X",100422920,"ENSG00000265841","21",18686090,18686164,"q21.1"
"16104","MIR662",724032,"ENSG00000207579","16",770183,770277,"p13.3"
"16105","MIR7-2",407044,"ENSG00000207703","15",88611825,88611934,"q26.1"
"16106","MIR9-3",407051,"ENSG00000284329","15",89368017,89368106,"q26.1"
"16107","MIR940",100126328,"ENSG00000284346","16",2271747,2271840,"p13.3"
"16108","MKL2",57496,"ENSG00000186260","16",14071321,14266773,"p13.12"
"16109","MLST8",64223,"ENSG00000167965","16",2204248,2209416,"p13.3"
"16110","MMP25",64386,"ENSG00000008516","16",3046681,3060726,"p13.3"
"16111","MORF4L1",10933,"ENSG00000185787","15",78810487,78898133,"q25.1"
"16112","MPG",4350,"ENSG00000103152","16",77007,85853,"p13.3"
"16113","MPV17L",255027,"ENSG00000156968","16",15395754,15413268,"p13.11"
"16114","MPV17L",255027,"ENSG00000275543","CHR_HSCHR16_1_CTG1",15480860,15498390,""
"16115","MRPL28",10573,"ENSG00000086504","16",367384,370527,"p13.3"
"16116","MRPL46",26589,"ENSG00000259494","15",88459476,88467419,"q25.3"
"16117","MRPS11",64963,"ENSG00000181991","15",88467453,88480773,"q25.3"
"16118","MRPS34",65993,"ENSG00000074071","16",1771890,1773155,"p13.3"
"16119","MSLN",10232,"ENSG00000102854","16",760762,768865,"p13.3"
"16120","MSLNL",NA,"ENSG00000162006","16",769428,783370,"p13.3"
"16121","MTHFS",10588,"ENSG00000136371","15",79833585,79897379,"q25.1"
"16122","MTRNR2L4",100463285,"ENSG00000232196","16",3370979,3372740,"p13.3"
"16123","MYH11",4629,"ENSG00000133392","16",15703172,15857033,"p13.11"
"16124","MYH11",4629,"ENSG00000276480","CHR_HSCHR16_1_CTG1",15788326,15942169,""
"16125","NAA60",79903,"ENSG00000122390","16",3443611,3486963,"p13.3"
"16126","NAGPA",51172,"ENSG00000103174","16",5024844,5034141,"p13.3"
"16127","NARFL",64428,"ENSG00000103245","16",729753,741329,"p13.3"
"16128","NDE1",54820,"ENSG00000072864","16",15643267,15726353,"p13.11"
"16129","NDE1",54820,"ENSG00000275911","CHR_HSCHR16_1_CTG1",15728421,15811507,""
"16130","NDUFB10",4716,"ENSG00000140990","16",1959508,1961975,"p13.3"
"16131","NGRN",51335,"ENSG00000182768","15",90265659,90278141,"q26.1"
"16132","NHLRC4",283948,"ENSG00000257108","16",566996,569495,"p13.3"
"16133","NLRC3",197358,"ENSG00000167984","16",3539033,3577400,"p13.3"
"16134","NMB",4828,"ENSG00000197696","15",84655129,84658563,"q25.2"
"16135","NME3",4832,"ENSG00000103024","16",1770286,1771730,"p13.3"
"16136","NME4",4833,"ENSG00000103202","16",396725,410367,"p13.3"
"16137","NMRAL1",57407,"ENSG00000274684","CHR_HSCHR16_3_CTG1",4463639,4497722,""
"16138","NMRAL1",57407,"ENSG00000153406","16",4461680,4495763,"p13.3"
"16139","NOMO1",23420,"ENSG00000274779","CHR_HSCHR16_1_CTG1",15317897,15380303,""
"16140","NOMO1",23420,"ENSG00000103512","16",14833681,14896160,"p13.11"
"16141","NOMO2",283820,"ENSG00000185164","16",18417325,18562211,"p12.3"
"16142","NOMO3",408050,"ENSG00000103226","16",16232495,16294814,"p13.11"
"16143","NOMO3",408050,"ENSG00000278087","CHR_HSCHR16_1_CTG1",16317633,16379962,""
